MS Mass (solMass),Period (days),Inclination (degs),Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.707,0.26366508987303583,0.0,-0.0,-0.0,0.0,0
0.707,0.26366508987303583,5.0,0.18839339895297733,0.18839339895297733,0.0,0
0.707,0.26366508987303583,10.0,0.3742554489439784,0.3742554489439784,0.0,0
0.707,0.26366508987303583,15.0,0.5562055379357497,0.5562055379357497,0.0,0
0.707,0.26366508987303583,20.0,0.7313645259915076,0.7313645259915076,0.0,0
0.707,0.26366508987303583,25.0,0.8965362283884235,0.8965362283884235,0.0,0
0.707,0.26366508987303583,30.0,1.049602144298061,1.049602144298061,0.0,0
0.707,0.26366508987303583,35.0,1.187934954971057,1.187934954971057,0.0,0
0.707,0.26366508987303583,40.0,1.309114968909283,1.309114968909283,0.0,0
0.707,0.26366508987303583,45.0,1.4126018088624663,1.4126018088624663,0.0,0
0.707,0.26366508987303583,50.0,1.498175464277963,1.498175464277963,0.0,0
0.707,0.26366508987303583,55.0,1.5667697833673397,1.5667697833673397,0.0,0
0.707,0.26366508987303583,60.0,1.6213201285472378,1.6213201285472378,0.0,0
0.707,0.26366508987303583,65.0,1.6914560357255546,1.663667640213518,0.0277883955120366,1
0.707,0.26366508987303583,70.0,2.47974663451421,1.6959437195161762,0.7838029149980339,1
0.707,0.26366508987303583,75.0,4.351772895418288,1.7203699455021673,2.6314029499161213,1
0.707,0.26366508987303583,80.0,4.356332670047114,1.737649146179382,2.618683523867732,1
0.707,0.26366508987303583,85.0,4.358974145339199,1.7484441572209657,2.6105299881182336,1
0.707,0.26366508987303583,90.0,4.3595815581949715,1.751999867070644,2.6075816911243273,1
0.707,0.33598182862837817,0.0,-0.0,-0.0,0.0,0
0.707,0.33598182862837817,5.0,0.18334359916777507,0.18334359916777507,0.0,0
0.707,0.33598182862837817,10.0,0.3648289335633528,0.3648289335633528,0.0,0
0.707,0.33598182862837817,15.0,0.5406102230655873,0.5406102230655873,0.0,0
0.707,0.33598182862837817,20.0,0.7105930055674748,0.7105930055674748,0.0,0
0.707,0.33598182862837817,25.0,0.8703489298222942,0.8703489298222942,0.0,0
0.707,0.33598182862837817,30.0,1.0173100402103055,1.0173100402103055,0.0,0
